ccodealp,year,egov_egov
LBY,2023,0.54662
LIE,2002,0.1777
LIE,2003,0.19372
LIE,2004,0.17893
LIE,2007,0.5486
LIE,2009,0.6694
LIE,2011,0.8264
LIE,2013,0.69823
LIE,2015,0.73126
LIE,2017,0.8204
LIE,2019,0.8359
LIE,2021,0.8685
LIE,2023,0.85284
LTU,2002,0.55733
LTU,2003,0.53666
LTU,2004,0.57862
LTU,2007,0.6617
LTU,2009,0.62952
LTU,2011,0.73329
LTU,2013,0.72709
LTU,2015,0.77467
LTU,2017,0.7534
LTU,2019,0.8665
LTU,2021,0.8745
LTU,2023,0.91104
LUX,2002,0.6562
LUX,2003,0.65998
LUX,2004,0.65131
LUX,2007,0.7512
LUX,2009,0.66721
LUX,2011,0.80135
LUX,2013,0.75911
LUX,2015,0.77046
LUX,2017,0.8334
LUX,2019,0.8272
LUX,2021,0.8675
LUX,2023,0.84658
MDG,2002,0.22941
MDG,2003,0.2214
MDG,2004,0.26405
MDG,2007,0.3065
MDG,2009,0.28904
MDG,2011,0.30535
MDG,2013,0.2606
MDG,2015,0.24161
MDG,2017,0.2792
MDG,2019,0.3095
MDG,2021,0.3565
MDG,2023,0.32346
MWI,2002,0.23282
MWI,2003,0.26968
MWI,2004,0.27944
MWI,2007,0.2878
MWI,2009,0.23568
MWI,2011,0.27398
MWI,2013,0.23208
MWI,2015,0.23977
MWI,2017,0.2708
MWI,2019,0.348
MWI,2021,0.3435
MWI,2023,0.37534
MYS,2002,0.52399
MYS,2003,0.54089
MYS,2004,0.57057
MYS,2007,0.6063
MYS,2009,0.61014
MYS,2011,0.67031
MYS,2013,0.61152
MYS,2015,0.61749
MYS,2017,0.7174
MYS,2019,0.7892
MYS,2021,0.774
MYS,2023,0.81114
MDV,2002,0.41025
MDV,2003,0.41059
MDV,2004,0.43211
MDV,2007,0.4491
MDV,2009,0.43917
MDV,2011,0.49936
MDV,2013,0.48129
MDV,2015,0.43299
MDV,2017,0.5615
MDV,2019,0.574
MDV,2021,0.5885
MDV,2023,0.67453
MLI,2002,0.13959
MLI,2003,0.09555
MLI,2004,0.09249
MLI,2007,0.1591
MLI,2009,0.18147
MLI,2011,0.18567
MLI,2013,0.16335
MLI,2015,0.18165
MLI,2017,0.2424
MLI,2019,0.3097
MLI,2021,0.3414
MLI,2023,0.30053
MLT,2002,0.63596
MLT,2003,0.68765
MLT,2004,0.70118
MLT,2007,0.6582
MLT,2009,0.61293
MLT,2011,0.7131
MLT,2013,0.6518
MLT,2015,0.74242
MLT,2017,0.8011
MLT,2019,0.8547
MLT,2021,0.8943
MLT,2023,0.8886
MRT,2002,0.16133
MRT,2003,0.16962
MRT,2004,0.17233
MRT,2007,0.2028
MRT,2009,0.2359
MRT,2011,0.19956
MRT,2013,0.1893
MRT,2015,0.17344
MRT,2017,0.2314
MRT,2019,0.282
MRT,2021,0.3157
MRT,2023,0.34912
MUS,2002,0.47108
MUS,2003,0.50548
MUS,2004,0.53166
MUS,2007,0.5086
MUS,2009,0.46454
MUS,2011,0.50658
MUS,2013,0.53375
MUS,2015,0.62306
MUS,2017,0.6678
MUS,2019,0.7196
MUS,2021,0.7201
MUS,2023,0.75061
MEX,2002,0.59332
MEX,2003,0.59566
MEX,2004,0.60611
MEX,2007,0.5893
MEX,2009,0.515
MEX,2011,0.62399
MEX,2013,0.5733
MEX,2015,0.61953
MEX,2017,0.6818
MEX,2019,0.7291
MEX,2021,0.7473
MEX,2023,0.78499
MCO,2002,0.18888
MCO,2003,0.19696
MCO,2004,0.24043
MCO,2007,0.0
MCO,2009,0.0
MCO,2011,0.74679
MCO,2013,0.67148
MCO,2015,0.73152
MCO,2017,0.805
MCO,2019,0.7177
MCO,2021,0.7228
MCO,2023,0.71747
MNG,2002,0.34332
MNG,2003,0.41516
MNG,2004,0.39623
MNG,2007,0.4735
MNG,2009,0.52427
MNG,2011,0.5443
MNG,2013,0.55808
MNG,2015,0.51943
MNG,2017,0.5824
MNG,2019,0.6497
MNG,2021,0.7209
MNG,2023,0.84569
MDA,2002,0.36325
MDA,2003,0.34457
MDA,2004,0.34588
MDA,2007,0.451
MDA,2009,0.46114
MDA,2011,0.5626
MDA,2013,0.55708
MDA,2015,0.59945
MDA,2017,0.659
MDA,2019,0.6881
MDA,2021,0.7251
MDA,2023,0.77195
MNE,2007,0.4282
MNE,2009,0.51014
MNE,2011,0.62181
MNE,2013,0.63455
MNE,2015,0.67326
MNE,2017,0.6966
MNE,2019,0.7006
MNE,2021,0.726
MNE,2023,0.72111
MAR,2002,0.26549
MAR,2003,0.2641
MAR,2004,0.27738
MAR,2007,0.2944
MAR,2009,0.32872
MAR,2011,0.4209
MAR,2013,0.50598
MAR,2015,0.51858
MAR,2017,0.5214
MAR,2019,0.5729
MAR,2021,0.5915
MAR,2023,0.68411
MOZ,2002,0.17282
MOZ,2003,0.2029
MOZ,2004,0.24483
MOZ,2007,0.2559
MOZ,2009,0.22884
MOZ,2011,0.27859
MOZ,2013,0.23837
MOZ,2015,0.2305
MOZ,2017,0.3195
MOZ,2019,0.3564
MOZ,2021,0.313
MOZ,2023,0.28476
OMN,2002,0.35475
OMN,2003,0.28841
OMN,2004,0.34051
OMN,2007,0.4691
OMN,2009,0.45757
OMN,2011,0.59441
OMN,2013,0.62732
OMN,2015,0.59616
OMN,2017,0.6846
OMN,2019,0.7749
OMN,2021,0.7834
OMN,2023,0.85759
NAM,2002,0.33953
NAM,2003,0.32715
NAM,2004,0.34105
NAM,2007,0.3445
NAM,2009,0.33135
NAM,2011,0.3937
NAM,2013,0.38799
NAM,2015,0.36818
NAM,2017,0.4554
NAM,2019,0.5747
NAM,2021,0.5322
NAM,2023,0.60074
NRU,2002,0.29322
NRU,2003,0.03507
NRU,2004,0.03571
NRU,2007,0.0
NRU,2009,0.0
NRU,2011,0.32422
NRU,2013,0.27755
NRU,2015,0.28682
NRU,2017,0.3324
NRU,2019,0.415
NRU,2021,0.4548
NRU,2023,0.44544
NPL,2002,0.26839
NPL,2003,0.28074
NPL,2004,0.30211
NPL,2007,0.2725
NPL,2009,0.25677
NPL,2011,0.26644
NPL,2013,0.23442
NPL,2015,0.34581
NPL,2017,0.4748
NPL,2019,0.4699
NPL,2021,0.5117
NPL,2023,0.57813
NLD,2002,0.74649
NLD,2003,0.80261
NLD,2004,0.80205
NLD,2007,0.8631
NLD,2009,0.80968
NLD,2011,0.91249
NLD,2013,0.88966
NLD,2015,0.86586
NLD,2017,0.8757
NLD,2019,0.9228
NLD,2021,0.9384
NLD,2023,0.95384
VUT,2002,0.14166
VUT,2003,0.16175
VUT,2004,0.16643
VUT,2007,0.251
VUT,2009,0.25212
VUT,2011,0.3512
VUT,2013,0.25705
VUT,2015,0.3078
VUT,2017,0.399
VUT,2019,0.4403
VUT,2021,0.4988
VUT,2023,0.54271
NZL,2002,0.7183
NZL,2003,0.78108
NZL,2004,0.79865
NZL,2007,0.7392
NZL,2009,0.73112
NZL,2011,0.83809
NZL,2013,0.86436
NZL,2015,0.8653
NZL,2017,0.8806
NZL,2019,0.9339
NZL,2021,0.9432
NZL,2023,0.92654
NIC,2002,0.32383
NIC,2003,0.32157
NIC,2004,0.33826
NIC,2007,0.3668
NIC,2009,0.36298
NIC,2011,0.36214
NIC,2013,0.27585
NIC,2015,0.38011
NIC,2017,0.4233
NIC,2019,0.5139
NIC,2021,0.5032
NIC,2023,0.53181
NER,2002,0.05951
NER,2003,0.06226
NER,2004,0.06612
NER,2007,0.1142
NER,2009,0.10981
NER,2011,0.11188
NER,2013,0.09456
NER,2015,0.05933
NER,2017,0.1095
NER,2019,0.1661
NER,2021,0.2406
NER,2023,0.21157
NGA,2002,0.2253
NGA,2003,0.24848
NGA,2004,0.2758
NGA,2007,0.3063
NGA,2009,0.26868
NGA,2011,0.26756
NGA,2013,0.29287
NGA,2015,0.3291
NGA,2017,0.3807
NGA,2019,0.4406
NGA,2021,0.4525
NGA,2023,0.48146
NOR,2002,0.77814
NOR,2003,0.81777
NOR,2004,0.8228
NOR,2007,0.8921
NOR,2009,0.80199
NOR,2011,0.85931
NOR,2013,0.83572
NOR,2015,0.81168
NOR,2017,0.8557
NOR,2019,0.9064
NOR,2021,0.8879
NOR,2023,0.93153
FSM,2002,0.52648
FSM,2003,0.04559
FSM,2004,0.0532
FSM,2007,0.0
FSM,2009,0.0
FSM,2011,0.38119
FSM,2013,0.33371
FSM,2015,0.31031
FSM,2017,0.3155
FSM,2019,0.3779
FSM,2021,0.355
FSM,2023,0.32352
MHL,2002,0.03821
MHL,2003,0.04468
MHL,2004,0.04399
MHL,2007,0.0
MHL,2009,0.0
MHL,2011,0.31288
MHL,2013,0.28506
MHL,2015,0.26953
MHL,2017,0.3543
MHL,2019,0.4055
MHL,2021,0.3714
MHL,2023,0.48229
PLW,2002,0.00873
PLW,2003,0.04247
PLW,2004,0.05641
PLW,2007,0.0
PLW,2009,0.41885
PLW,2011,0.43592
PLW,2013,0.4415
PLW,2015,0.45459
PLW,2017,0.5024
PLW,2019,0.5109
PLW,2021,0.5018
PLW,2023,0.50724
PAK,2002,0.24749
PAK,2003,0.30418
PAK,2004,0.28358
PAK,2007,0.316
PAK,2009,0.27547
PAK,2011,0.28234
PAK,2013,0.25799
PAK,2015,0.25832
PAK,2017,0.3566
PAK,2019,0.4183
PAK,2021,0.4238
PAK,2023,0.50955
PAN,2002,0.43178
PAN,2003,0.49068
PAN,2004,0.48216
PAN,2007,0.4718
PAN,2009,0.46191
PAN,2011,0.57328
PAN,2013,0.52422
PAN,2015,0.49035
PAN,2017,0.6092
PAN,2019,0.6715
PAN,2021,0.6956
PAN,2023,0.72981
PNG,2002,0.25028
PNG,2003,0.24056
PNG,2004,0.2539
PNG,2007,0.2078
PNG,2009,0.20429
PNG,2011,0.21471
PNG,2013,0.12028
PNG,2015,0.1882
PNG,2017,0.2787
PNG,2019,0.2827
PNG,2021,0.323
PNG,2023,0.30756
PRY,2002,0.41344
PRY,2003,0.34081
PRY,2004,0.362
PRY,2007,0.4654
PRY,2009,0.42434
PRY,2011,0.48019
PRY,2013,0.374
PRY,2015,0.4989
PRY,2017,0.5255
PRY,2019,0.6487
PRY,2021,0.6332
PRY,2023,0.72507
PER,2002,0.46302
PER,2003,0.50148
PER,2004,0.50893
PER,2007,0.5252
PER,2009,0.49234
PER,2011,0.52302
PER,2013,0.54354
PER,2015,0.53815
PER,2017,0.6461
PER,2019,0.7083
PER,2021,0.7524
PER,2023,0.807
PHL,2002,0.57364
PHL,2003,0.52595
PHL,2004,0.57211
PHL,2007,0.5001
PHL,2009,0.46373
PHL,2011,0.51303
PHL,2013,0.47681
PHL,2015,0.57655
PHL,2017,0.6512
PHL,2019,0.6892
PHL,2021,0.6523
PHL,2023,0.76212
POL,2002,0.57644
POL,2003,0.60263
POL,2004,0.58721
POL,2007,0.6134
POL,2009,0.55822
POL,2011,0.64414
POL,2013,0.64822
POL,2015,0.72108
POL,2017,0.7926
POL,2019,0.8531
POL,2021,0.8437
POL,2023,0.8648
PRT,2002,0.64554
PRT,2003,0.59527
PRT,2004,0.60839
PRT,2007,0.6479
PRT,2009,0.57869
PRT,2011,0.7165
PRT,2013,0.68996
PRT,2015,0.71437
PRT,2017,0.8031
PRT,2019,0.8255
PRT,2021,0.8273
PRT,2023,0.84153
GNB,2002,0.0
GNB,2003,0.0
GNB,2004,0.0
GNB,2007,0.1521
GNB,2009,0.15606
GNB,2011,0.19449
GNB,2013,0.16085
GNB,2015,0.18175
GNB,2017,0.1887
GNB,2019,0.2316
GNB,2021,0.256
GNB,2023,0.30831
TLS,2002,0.08733
TLS,2003,0.04633
TLS,2004,0.25115
TLS,2007,0.2462
TLS,2009,0.22727
TLS,2011,0.23653
TLS,2013,0.25276
TLS,2015,0.25817
TLS,2017,0.3816
TLS,2019,0.4649
TLS,2021,0.4372
TLS,2023,0.40202
QAT,2002,0.41097
QAT,2003,0.40049
QAT,2004,0.48951
QAT,2007,0.5314
QAT,2009,0.49278
QAT,2011,0.64048
QAT,2013,0.63615
QAT,2015,0.66988
QAT,2017,0.7132
QAT,2019,0.7173
QAT,2021,0.7149
QAT,2023,0.82438
ROU,2002,0.48278
ROU,2003,0.55035
ROU,2004,0.5704
ROU,2007,0.5383
ROU,2009,0.54791
ROU,2011,0.60595
ROU,2013,0.56315
ROU,2015,0.56114
ROU,2017,0.6671
ROU,2019,0.7605
ROU,2021,0.7619
ROU,2023,0.76364
RUS,2002,0.44255
RUS,2003,0.50172
RUS,2004,0.53285
RUS,2007,0.512
RUS,2009,0.51359
RUS,2011,0.73448
RUS,2013,0.72959
RUS,2015,0.72147
RUS,2017,0.7969
RUS,2019,0.8244
RUS,2021,0.8162
RUS,2023,0.85325
RWA,2002,0.24391
RWA,2003,0.25107
RWA,2004,0.25297
RWA,2007,0.2941
RWA,2009,0.27494
RWA,2011,0.32913
RWA,2013,0.35888
RWA,2015,0.33904
RWA,2017,0.459
RWA,2019,0.4789
RWA,2021,0.5489
RWA,2023,0.57993
KNA,2002,0.42607
KNA,2003,0.42312
KNA,2004,0.44923
KNA,2007,0.4814
KNA,2009,0.46913
KNA,2011,0.52719
KNA,2013,0.49795
KNA,2015,0.50345
KNA,2017,0.6554
KNA,2019,0.6352
KNA,2021,0.6775
KNA,2023,0.63054
LCA,2002,0.43805
LCA,2003,0.46156
LCA,2004,0.44673
LCA,2007,0.4746
LCA,2009,0.44705
LCA,2011,0.51222
LCA,2013,0.45248
LCA,2015,0.45306
LCA,2017,0.466
LCA,2019,0.5444
LCA,2021,0.558
LCA,2023,0.52547
VCT,2002,0.32617
VCT,2003,0.32392
VCT,2004,0.40005
VCT,2007,0.4306
VCT,2009,0.43553
VCT,2011,0.51765
VCT,2013,0.41578
VCT,2015,0.44938
VCT,2017,0.5306
VCT,2019,0.5605
VCT,2021,0.5811
VCT,2023,0.58762
SMR,2002,0.28044
SMR,2003,0.28816
SMR,2004,0.31095
SMR,2007,0.0
SMR,2009,0.0
SMR,2011,0.63046
SMR,2013,0.58225
SMR,2015,0.5506
SMR,2017,0.6471
SMR,2019,0.6175
SMR,2021,0.6454
SMR,2023,0.65509
STP,2002,0.2723
STP,2003,0.27736
STP,2004,0.28373
STP,2007,0.3215
STP,2009,0.32582
STP,2011,0.33273
STP,2013,0.22179
STP,2015,0.239
STP,2017,0.3424
STP,2019,0.4074
STP,2021,0.4138
STP,2023,0.43078
SAU,2002,0.33756
SAU,2003,0.38582
SAU,2004,0.41049
SAU,2007,0.4935
SAU,2009,0.51424
SAU,2011,0.66581
SAU,2013,0.69001
SAU,2015,0.68224
SAU,2017,0.7119
SAU,2019,0.7991
SAU,2021,0.8539
SAU,2023,0.96022
SEN,2002,0.20064
SEN,2003,0.23278
SEN,2004,0.22378
SEN,2007,0.2531
SEN,2009,0.22414
SEN,2011,0.26726
SEN,2013,0.26657
SEN,2015,0.32505
SEN,2017,0.3486
SEN,2019,0.421
SEN,2021,0.4479
SEN,2023,0.51625
SRB,2007,0.4828
SRB,2009,0.4585
SRB,2011,0.63119
SRB,2013,0.54715
SRB,2015,0.71308
SRB,2017,0.7155
SRB,2019,0.7474
SRB,2021,0.8237
SRB,2023,0.86184
SYC,2002,0.41965
SYC,2003,0.42587
SYC,2004,0.48835
SYC,2007,0.4942
SYC,2009,0.41792
SYC,2011,0.51915
SYC,2013,0.51126
SYC,2015,0.5181
SYC,2017,0.6163
SYC,2019,0.692
SYC,2021,0.6793
SYC,2023,0.67733
SLE,2002,0.12626
SLE,2003,0.17202
SLE,2004,0.1639
SLE,2007,0.1463
SLE,2009,0.16973
SLE,2011,0.15568
SLE,2013,0.13286
SLE,2015,0.15942
SLE,2017,0.2717
SLE,2019,0.2931
SLE,2021,0.2633
SLE,2023,0.30422
SGP,2002,0.74633
SGP,2003,0.83404
SGP,2004,0.8503
SGP,2007,0.7009
SGP,2009,0.7476
SGP,2011,0.84742
SGP,2013,0.90762
SGP,2015,0.8828
SGP,2017,0.8812
SGP,2019,0.915
SGP,2021,0.9133
SGP,2023,0.96912
SVK,2002,0.528
SVK,2003,0.55647
SVK,2004,0.58867
SVK,2007,0.5889
SVK,2009,0.56387
SVK,2011,0.62918
SVK,2013,0.61478
SVK,2015,0.59154
SVK,2017,0.7155
SVK,2019,0.7817
SVK,2021,0.8008
SVK,2023,0.80214
VNM,2002,0.35726
VNM,2003,0.33777
VNM,2004,0.36398
VNM,2007,0.4558
VNM,2009,0.44544
VNM,2011,0.52169
VNM,2013,0.47045
VNM,2015,0.51426
VNM,2017,0.5931
VNM,2019,0.6667
VNM,2021,0.6787
VNM,2023,0.77092
SVN,2002,0.63129
SVN,2003,0.65064
SVN,2004,0.67615
SVN,2007,0.6681
SVN,2009,0.62426
SVN,2011,0.74921
SVN,2013,0.65054
SVN,2015,0.77691
SVN,2017,0.7714
SVN,2019,0.8546
SVN,2021,0.8781
SVN,2023,0.87589
SOM,2002,0.04876
SOM,2003,0.0
SOM,2004,0.0
SOM,2007,0.0
SOM,2009,0.0
SOM,2011,0.06398
SOM,2013,0.01387
SOM,2015,0.02699
SOM,2017,0.0566
SOM,2019,0.1293
SOM,2021,0.134
SOM,2023,0.14677
ZAF,2002,0.51503
ZAF,2003,0.49021
ZAF,2004,0.50754
ZAF,2007,0.5115
ZAF,2009,0.43057
ZAF,2011,0.48687
ZAF,2013,0.48688
ZAF,2015,0.55463
ZAF,2017,0.6618
ZAF,2019,0.6891
ZAF,2021,0.7357
ZAF,2023,0.86162
ZWE,2002,0.30438
ZWE,2003,0.2833
ZWE,2004,0.33161
ZWE,2007,0.3
ZWE,2009,0.32304
ZWE,2011,0.35831
ZWE,2013,0.35845
ZWE,2015,0.34722
ZWE,2017,0.3692
ZWE,2019,0.5019
ZWE,2021,0.4717
ZWE,2023,0.44807
ESP,2002,0.60236
ESP,2003,0.58441
ESP,2004,0.58474
ESP,2007,0.7228
ESP,2009,0.75156
ESP,2011,0.77696
ESP,2013,0.84098
ESP,2015,0.8135
ESP,2017,0.8415
ESP,2019,0.8801
ESP,2021,0.8842
ESP,2023,0.9206
SSD,2011,0.22392
SSD,2013,0.14184
SSD,2015,0.17909
SSD,2017,0.1214
SSD,2019,0.0875
SSD,2021,0.0852
SSD,2023,0.11907
SDN,2002,0.20618
SDN,2003,0.23082
SDN,2004,0.23695
SDN,2007,0.2186
SDN,2009,0.25417
SDN,2011,0.26095
SUR,2002,0.0
SUR,2003,0.34738
SUR,2004,0.34492
SUR,2007,0.3472
SUR,2009,0.32826
SUR,2011,0.43442
SUR,2013,0.40446
SUR,2015,0.45462
SUR,2017,0.4773
SUR,2019,0.5154
SUR,2021,0.5809
SUR,2023,0.63655
SWZ,2002,0.29518
SWZ,2003,0.36467
SWZ,2004,0.35929
SWZ,2007,0.3454
SWZ,2009,0.2757
SWZ,2011,0.31786
SWZ,2013,0.30558
SWZ,2015,0.34122
SWZ,2017,0.382
SWZ,2019,0.4938
SWZ,2021,0.4498
SWZ,2023,0.60812
SWE,2002,0.83967
SWE,2003,0.87406
SWE,2004,0.8983
SWE,2007,0.9157
SWE,2009,0.74744
SWE,2011,0.8599
SWE,2013,0.8225
SWE,2015,0.87039
SWE,2017,0.8882
SWE,2019,0.9365
SWE,2021,0.941
SWE,2023,0.93262
CHE,2002,0.76351
CHE,2003,0.75384
CHE,2004,0.75479
CHE,2007,0.7626
CHE,2009,0.7136
CHE,2011,0.81341
CHE,2013,0.7267
CHE,2015,0.75246
CHE,2017,0.852
CHE,2019,0.8907
CHE,2021,0.8752
CHE,2023,0.90035
SYR,2002,0.26378
SYR,2003,0.26437
SYR,2004,0.28705
SYR,2007,0.3614
SYR,2009,0.31027
SYR,2011,0.37049
SYR,2013,0.31341
SYR,2015,0.34041
SYR,2017,0.3459
SYR,2019,0.4763
SYR,2021,0.3872
SYR,2023,0.38876
TJK,2002,0.0
TJK,2003,0.0
TJK,2004,0.33457
TJK,2007,0.315
TJK,2009,0.34766
TJK,2011,0.40687
TJK,2013,0.33951
TJK,2015,0.33663
TJK,2017,0.422
TJK,2019,0.4649
TJK,2021,0.5039
TJK,2023,0.56055
THA,2002,0.4456
THA,2003,0.50956
THA,2004,0.55175
THA,2007,0.5031
THA,2009,0.46529
THA,2011,0.50927
THA,2013,0.46308
THA,2015,0.55222
THA,2017,0.6543
THA,2019,0.7565
THA,2021,0.766
THA,2023,0.8351
TGO,2002,0.2312
TGO,2003,0.23094
TGO,2004,0.22735
TGO,2007,0.2191
TGO,2009,0.21497
TGO,2011,0.21428
TGO,2013,0.24463
TGO,2015,0.30962
TGO,2017,0.3989
TGO,2019,0.4302
TGO,2021,0.4231
TGO,2023,0.39198
TON,2002,0.39064
TON,2003,0.37813
TON,2004,0.36804
TON,2007,0.395
TON,2009,0.36965
TON,2011,0.44047
TON,2013,0.47057
TON,2015,0.46996
TON,2017,0.5237
TON,2019,0.5616
TON,2021,0.5155
TON,2023,0.51639
TTO,2002,0.42722
TTO,2003,0.46695
TTO,2004,0.47678
TTO,2007,0.5307
TTO,2009,0.48061
TTO,2011,0.57309
TTO,2013,0.49317
TTO,2015,0.57801
TTO,2017,0.644
TTO,2019,0.6785
TTO,2021,0.6339
TTO,2023,0.69726
ARE,2002,0.5345
ARE,2003,0.47356
ARE,2004,0.57182
ARE,2007,0.6301
ARE,2009,0.53494
ARE,2011,0.73442
ARE,2013,0.71358
ARE,2015,0.75153
ARE,2017,0.8295
ARE,2019,0.8555
ARE,2021,0.901
ARE,2023,0.95328
TUN,2002,0.32924
TUN,2003,0.3227
TUN,2004,0.33103
TUN,2007,0.3458
TUN,2009,0.48257
TUN,2011,0.48327
TUN,2013,0.53895
TUN,2015,0.56823
TUN,2017,0.6254
TUN,2019,0.6526
TUN,2021,0.653
TUN,2023,0.69348
TUR,2002,0.50551
TUR,2003,0.48919
TUR,2004,0.49595
TUR,2007,0.4834
TUR,2009,0.478
TUR,2011,0.52812
TUR,2013,0.54428
TUR,2015,0.58995
TUR,2017,0.7112
TUR,2019,0.7718
TUR,2021,0.7983
TUR,2023,0.89131
TKM,2002,0.33517
TKM,2003,0.34092
TKM,2004,0.0
TKM,2007,0.3262
TKM,2009,0.32258
TKM,2011,0.3813
TKM,2013,0.35109
TKM,2015,0.33369
TKM,2017,0.3652
TKM,2019,0.4034
TKM,2021,0.4808
TKM,2023,0.47569
TUV,2002,0.0
TUV,2003,0.0
TUV,2004,0.03702
TUV,2007,0.0
TUV,2009,0.0
TUV,2011,0.35389
TUV,2013,0.3059
TUV,2015,0.295
TUV,2017,0.3779
TUV,2019,0.4209
TUV,2021,0.3788
TUV,2023,0.40425
UGA,2002,0.29562
UGA,2003,0.32903
UGA,2004,0.30814
UGA,2007,0.3133
UGA,2009,0.28123
UGA,2011,0.31854
UGA,2013,0.25926
UGA,2015,0.35992
UGA,2017,0.4055
UGA,2019,0.4499
UGA,2021,0.4424
UGA,2023,0.44636
UKR,2002,0.46167
UKR,2003,0.53255
UKR,2004,0.54561
UKR,2007,0.5728
UKR,2009,0.51808
UKR,2011,0.5653
UKR,2013,0.50316
UKR,2015,0.60756
UKR,2017,0.6165
UKR,2019,0.7119
UKR,2021,0.8029
UKR,2023,0.88407
MKD,2002,0.36167
MKD,2003,0.3699
MKD,2004,0.46328
MKD,2007,0.4866
MKD,2009,0.52611
MKD,2011,0.55865
MKD,2013,0.47198
MKD,2015,0.58855
MKD,2017,0.6312
MKD,2019,0.7083
MKD,2021,0.7
MKD,2023,0.70704
EGY,2002,0.23841
EGY,2003,0.2653
EGY,2004,0.37929
EGY,2007,0.4767
EGY,2009,0.4518
EGY,2011,0.46112
EGY,2013,0.51293
EGY,2015,0.45941
EGY,2017,0.488
EGY,2019,0.5527
EGY,2021,0.5895
EGY,2023,0.66994
GBR,2002,0.81403
GBR,2003,0.88521
GBR,2004,0.87773
GBR,2007,0.7872
GBR,2009,0.81466
GBR,2011,0.89603
GBR,2013,0.86948
GBR,2015,0.91928
GBR,2017,0.8999
GBR,2019,0.9358
GBR,2021,0.9138
GBR,2023,0.95773
TZA,2002,0.25282
TZA,2003,0.28301
TZA,2004,0.30198
TZA,2007,0.2929
TZA,2009,0.29259
TZA,2011,0.3311
TZA,2013,0.27642
TZA,2015,0.35326
TZA,2017,0.3929
TZA,2019,0.4206
TZA,2021,0.4169
TZA,2023,0.43272
USA,2002,0.92706
USA,2003,0.91322
USA,2004,0.90619
USA,2007,0.8644
USA,2009,0.85103
USA,2011,0.86873
USA,2013,0.87483
USA,2015,0.84201
USA,2017,0.8769
USA,2019,0.9297
USA,2021,0.9151
USA,2023,0.91945
BFA,2002,0.13495
BFA,2003,0.18185
BFA,2004,0.13288
BFA,2007,0.1542
BFA,2009,0.15871
BFA,2011,0.15777
BFA,2013,0.18043
BFA,2015,0.15977
BFA,2017,0.3016
BFA,2019,0.3558
BFA,2021,0.3476
BFA,2023,0.28946
URY,2002,0.50723
URY,2003,0.54806
URY,2004,0.53869
URY,2007,0.5645
URY,2009,0.58477
URY,2011,0.63151
URY,2013,0.74195
URY,2015,0.72367
URY,2017,0.7858
URY,2019,0.85
URY,2021,0.8388
URY,2023,0.90059
UZB,2002,0.0
UZB,2003,0.39651
UZB,2004,0.41135
UZB,2007,0.4057
UZB,2009,0.44975
UZB,2011,0.50991
UZB,2013,0.46951
UZB,2015,0.54335
UZB,2017,0.6207
UZB,2019,0.6665
UZB,2021,0.7265
UZB,2023,0.7999
VEN,2002,0.36354
VEN,2003,0.48978
VEN,2004,0.51608
VEN,2007,0.5095
VEN,2009,0.47736
VEN,2011,0.55854
VEN,2013,0.55639
VEN,2015,0.51285
VEN,2017,0.5287
VEN,2019,0.5268
VEN,2021,0.5053
VEN,2023,0.53603
WSM,2002,0.29927
WSM,2003,0.37926
WSM,2004,0.39769
WSM,2007,0.3761
WSM,2009,0.37419
WSM,2011,0.43576
WSM,2013,0.42039
WSM,2015,0.40192
WSM,2017,0.4236
WSM,2019,0.4219
WSM,2021,0.4207
WSM,2023,0.4899
YEM,2002,0.18758
YEM,2003,0.19483
YEM,2004,0.21249
YEM,2007,0.2142
YEM,2009,0.21541
YEM,2011,0.24724
YEM,2013,0.27199
YEM,2015,0.22478
YEM,2017,0.2154
YEM,2019,0.3045
YEM,2021,0.2899
YEM,2023,0.23175
ZMB,2002,0.27644
ZMB,2003,0.0
ZMB,2004,0.0
ZMB,2007,0.2266
ZMB,2009,0.28098
ZMB,2011,0.29102
ZMB,2013,0.23893
ZMB,2015,0.35069
ZMB,2017,0.4111
ZMB,2019,0.4242
ZMB,2021,0.5022
ZMB,2023,0.54237
